Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace Area,Garden,Garden Area,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
7500 Tournai,Apartment,Apartment,150000.0,for sale,2.0,71.0,1.0,0.0,,1.0,,0.0,,,,2.0,0.0,Normal
4190 Ferrieres,House,Residence,199000.0,for sale,2.0,126.0,1.0,0.0,,1.0,26.0,1.0,410.0,667.0,,3.0,0.0,Normal
8550 Zwevegem,House,Residence,315000.0,for sale,3.0,103.0,,0.0,,1.0,,1.0,,120.0,,2.0,,Normal
9700 Oudenaarde,House,Residence,199500.0,for sale,3.0,163.0,,,,1.0,,1.0,,,,,,To be renovated
2800 Mechelen,House,Residence,695000.0,for sale,4.0,235.0,,0.0,,0.0,,1.0,50.0,150.0,,2.0,,New
9260 Schellebelle,House,Mixed Building,675000.0,for sale,2.0,189.0,1.0,0.0,,1.0,,0.0,,933.0,,2.0,,
1180 Ukkel,Apartment,Penthouse,899000.0,for sale,2.0,140.0,0.0,,,1.0,30.0,1.0,,,,3.0,0.0,New
1200 Sint Lambrechts Woluwe,Apartment,Apartment,750000.0,for sale,2.0,119.0,,,0.0,1.0,19.0,0.0,,,,2.0,,New
4020 Liege,Apartment,Apartment,125000.0,for sale,2.0,72.0,,0.0,,0.0,,0.0,,,,2.0,,To be renovated
2590 Berlaar,House,Residence,349000.0,for sale,3.0,223.0,,0.0,,1.0,,1.0,,1237.0,,4.0,,To be renovated
5060 Tamines,House,Residence,210000.0,for sale,4.0,127.0,0.0,0.0,,1.0,15.0,1.0,35.0,205.0,,3.0,,Normal
4300 Waremme,Apartment,Apartment,209000.0,for sale,2.0,99.0,,0.0,,1.0,3.0,0.0,,,,,,
4821 Andrimont,House,Residence,392500.0,for sale,4.0,146.0,,0.0,,1.0,,1.0,90.0,227.0,,2.0,,
3650 Dilsen Stokkem,Apartment,Loft,362223.0,for sale,2.0,112.0,,,,1.0,23.0,0.0,,,,,,
3000 Leuven,Apartment,Duplex,750000.0,for sale,4.0,180.0,,0.0,,1.0,57.0,0.0,,,,2.0,,Normal
1080 Sint Jans Molenbeek,Apartment,Apartment,505000.0,for sale,3.0,113.0,0.0,,,1.0,19.0,0.0,,,,2.0,0.0,New
1030 Schaarbeek,House,Residence,375000.0,for sale,2.0,250.0,1.0,0.0,,1.0,5.0,1.0,25.0,97.0,,2.0,0.0,Normal
9401 Pollare,House,Residence,499000.0,for sale,4.0,240.0,0.0,,,1.0,65.0,1.0,715.0,1110.0,,4.0,,Normal
1541 Sint Pieters Kapelle,House,Residence,579000.0,for sale,4.0,150.0,,0.0,1.0,1.0,,1.0,,,,,,New
4000 Liege,Apartment,Apartment,235000.0,for sale,2.0,85.0,1.0,0.0,,1.0,6.0,0.0,,,,2.0,0.0,Normal
1060 Sint Gillis,House,Residence,650000.0,in public sale,5.0,,,,,0.0,,1.0,,390.0,,,,
4140 Sprimont,House,Residence,1350000.0,for sale,9.0,534.0,,0.0,,1.0,29.0,1.0,,8694.0,,4.0,1.0,
1200 Sint Lambrechts Woluwe,Apartment,Studio,299000.0,for sale,,56.0,,,0.0,0.0,,0.0,,,,2.0,,New
5590 Ciney,Apartment,Apartment,304615.0,for sale,2.0,83.0,0.0,0.0,,1.0,7.0,0.0,,,,,,New
6061 Montignies Sur Sambre,House,Residence,240000.0,for sale,4.0,150.0,,,,1.0,39.0,1.0,,,,2.0,,
1180 Ukkel,Apartment,Penthouse,550000.0,for sale,2.0,125.0,0.0,0.0,,1.0,33.0,,,,,2.0,0.0,Excellent
8420 De Haan,Apartment,Apartment,215000.0,for sale,2.0,96.0,0.0,0.0,,1.0,,0.0,,,,,,To be renovated
8340 Sijsele,House,Residence,379731.0,for sale,3.0,143.0,,,,0.0,,0.0,,292.0,,3.0,,New
9100 Nieuwkerken Waas,House,Residence,439000.0,for sale,,,,,,1.0,,1.0,,,,,,
6940 Barvaux Sur Ourthe,Apartment,Apartment,225000.0,for sale,2.0,90.0,,0.0,,1.0,6.0,0.0,,,,,,
5564 Wanlin,House,Residence,279000.0,for sale,4.0,171.0,,0.0,,1.0,,1.0,,216.0,,4.0,0.0,New
1348 Louvain La Neuve,Apartment,Studio,129000.0,for sale,1.0,30.0,,0.0,,0.0,,0.0,,,,2.0,,Normal
2400 Mol,House,Residence,179000.0,for sale,2.0,,,,,1.0,,,,,,,,
3730 Hoeselt,House,Residence,359000.0,for sale,3.0,254.0,,,,1.0,,1.0,,674.0,,3.0,,
8660 De Panne,Apartment,Apartment,299000.0,for sale,2.0,72.0,1.0,0.0,,1.0,7.0,0.0,,,,4.0,0.0,Excellent
3200 Aarschot,Apartment,Apartment,420000.0,for sale,3.0,131.0,,,,1.0,,,,,,4.0,,New
1410 Waterloo,Apartment,Apartment,350000.0,for sale,2.0,115.0,0.0,0.0,,1.0,2.0,0.0,,,,2.0,0.0,Excellent
3520 Zonhoven,House,Residence,454390.0,for sale,3.0,200.0,,0.0,,0.0,,0.0,,410.0,,3.0,,New
4280 Hannut,House,Residence,420000.0,for sale,5.0,230.0,,0.0,,0.0,,1.0,265.0,610.0,,4.0,0.0,To renovate
5560 Mesnil Saint Blaise,House,Residence,299000.0,for sale,3.0,145.0,,0.0,0.0,1.0,10.0,1.0,592.0,,,,,New
9000 Gent,Apartment,Studio,170000.0,for sale,,26.0,,,,0.0,,0.0,,,,,,
3971 Heppen,Apartment,Apartment,299000.0,for sale,2.0,151.0,,0.0,,1.0,10.0,0.0,,,,,,Normal
2550 Kontich,Apartment,Apartment,239000.0,for sale,1.0,60.0,,0.0,,,,,,,,3.0,,Excellent
9050 Gentbrugge,Apartment,Apartment,395000.0,for sale,2.0,99.0,,,,1.0,12.0,0.0,,,,,,
1040 Etterbeek,House,Residence,1390000.0,for sale,5.0,360.0,0.0,,1.0,1.0,,,,,,3.0,,Excellent
7543 Mourcourt,House,Residence,299000.0,for sale,2.0,120.0,0.0,0.0,,1.0,90.0,1.0,2440.0,2885.0,,4.0,0.0,To renovate
3970 Leopoldsburg,House,Residence,379000.0,for sale,3.0,217.0,,,,1.0,21.0,1.0,,503.0,,3.0,,
8301 Duinbergen,Apartment,Apartment,748000.0,for sale,2.0,140.0,,,,1.0,,0.0,,,,,,Fully renovated
1500 Halle,House,Residence,379000.0,for sale,3.0,126.0,,0.0,,1.0,26.0,1.0,80.0,376.0,,3.0,0.0,Fully renovated
5570 Beauraing,House,Residence,339000.0,for sale,4.0,259.0,,0.0,,1.0,,1.0,,1200.0,,2.0,,
8400 Oostende,Apartment,Apartment,195000.0,for sale,2.0,72.0,,,,1.0,2.0,0.0,,,,,,
1370 Jodoigne,Apartment,Ground Floor,373185.0,for sale,3.0,117.0,,,,1.0,27.0,1.0,,,,,,New
6887 Herbeumont,Apartment,Ground Floor,119000.0,for sale,1.0,70.0,,0.0,,1.0,,0.0,,,,3.0,,
1083 Ganshoren,House,Mixed Building,399000.0,for sale,3.0,151.0,1.0,0.0,,1.0,,0.0,,100.0,,2.0,0.0,Normal
2200 Noorderwijk,House,Residence,329000.0,for sale,2.0,80.0,,0.0,,0.0,,1.0,,625.0,,4.0,,Normal
3980 Tessenderlo,House,Residence,295000.0,for sale,3.0,225.0,,,,1.0,,1.0,,596.0,,3.0,,New
6224 Wanfercee Baulet,House,Residence,295000.0,for sale,3.0,113.0,,0.0,,0.0,,1.0,832.0,952.0,,3.0,,Normal
5590 Ciney,Apartment,Apartment,243670.0,for sale,1.0,68.0,0.0,0.0,,1.0,6.0,0.0,,,,,,New
1982 Elewijt,House,Residence,344000.0,for sale,4.0,170.0,,0.0,,1.0,,0.0,,82.0,,2.0,,Normal
8470 Gistel,House,Residence,375000.0,for sale,3.0,198.0,0.0,0.0,,1.0,,1.0,,239.0,,2.0,0.0,
9255 Buggenhout,Apartment,Apartment,425000.0,for sale,3.0,118.0,,,,0.0,,1.0,115.0,,,,,Normal
6700 Arlon,House,Residence,120000.0,for sale,2.0,126.0,,0.0,,0.0,,1.0,,145.0,,2.0,,To be renovated
6850 Paliseul,House,Residence,199000.0,for sale,3.0,150.0,1.0,0.0,,1.0,40.0,1.0,640.0,883.0,,4.0,0.0,To be renovated
8300 Knokke Heist,Apartment,Apartment,1675000.0,for sale,3.0,114.0,,,0.0,0.0,,0.0,,,,,,Normal
2018 Antwerp,Apartment,Studio,129000.0,for sale,1.0,33.0,,0.0,,0.0,,0.0,,,,,,Normal
2300 Turnhout,Apartment,Apartment,497806.0,for sale,2.0,121.0,,0.0,,1.0,17.0,0.0,,,,2.0,,New
8800 Roeselare,House,Residence,277568.0,for sale,3.0,145.0,,,,0.0,,0.0,,161.0,,2.0,,
5300 Thon,House,Residence,349000.0,for sale,2.0,192.0,,0.0,,0.0,,1.0,490.0,640.0,,3.0,,
3650 Dilsen Stokkem,Apartment,Apartment,279056.0,for sale,2.0,98.0,,,,1.0,24.0,0.0,,,,,,
1831 Diegem,Apartment,Apartment,540000.0,for sale,,,,,,0.0,,0.0,,,,,,New
8790 Waregem,House,Residence,435000.0,for sale,3.0,160.0,1.0,0.0,,1.0,,1.0,,501.0,,4.0,0.0,Normal
3460 Bekkevoort,House,Residence,449000.0,for sale,3.0,190.0,,0.0,,0.0,,1.0,772.0,756.0,,,,Normal
9160 Lokeren,House,Residence,425354.0,for sale,3.0,148.0,,,,0.0,,0.0,,361.0,,3.0,,New
1180 Ukkel,Apartment,Apartment,240000.0,for sale,1.0,69.0,,0.0,,1.0,4.0,0.0,,,,2.0,,To renovate
9960 Assenede,House,Residence,662500.0,for sale,5.0,263.0,,,,1.0,15.0,1.0,,478.0,,3.0,,
7100 Haine Saint Paul,House,Residence,184999.0,for sale,3.0,92.0,,0.0,,1.0,,,,,,2.0,0.0,Fully renovated
7320 Bernissart,House,Residence,,for sale,5.0,251.0,,0.0,,1.0,,1.0,,1160.0,,4.0,,
1740 Ternat,Apartment,Duplex,325000.0,for sale,2.0,95.0,0.0,0.0,,1.0,8.0,0.0,,,,2.0,,Excellent
1150 Sint Pieters Woluwe,Apartment,Apartment,650000.0,for sale,3.0,120.0,0.0,0.0,,1.0,10.0,0.0,,,,2.0,0.0,Normal
4180 Hamoir,House,Residence,750000.0,for sale,4.0,1750.0,0.0,0.0,,1.0,,0.0,,1488.0,,3.0,,To be renovated
1040 Etterbeek,Apartment,Apartment,385000.0,in public sale,3.0,,,,,0.0,,0.0,,,,,,
1315 Incourt,House,Residence,629536.0,for sale,4.0,363.0,,,,,,1.0,,2372.0,,4.0,,New
6183 Trazegnies,Apartment,Apartment,179000.0,for sale,2.0,126.0,0.0,,,1.0,,1.0,,,,2.0,0.0,Excellent
5060 Moignelee,House,Residence,199000.0,for sale,3.0,142.0,1.0,0.0,,1.0,36.0,1.0,1408.0,1582.0,,3.0,0.0,Normal
1170 Watermaal Bosvoorde,Apartment,Apartment,585000.0,for sale,2.0,120.0,0.0,0.0,,1.0,25.0,0.0,,,,2.0,0.0,Excellent
1654 Huizingen,House,Residence,290000.0,for sale,2.0,112.0,,,,1.0,16.0,1.0,,197.0,,2.0,,Excellent
7334 Hautrage,Apartment,Penthouse,375000.0,for sale,3.0,136.0,,,,1.0,58.0,1.0,,,,,,
7740 Pecq,House,Residence,59000.0,for sale,1.0,56.0,,0.0,,1.0,,1.0,65.0,239.0,,3.0,0.0,To restore
1040 Etterbeek,Apartment,Apartment,500000.0,for sale,2.0,92.0,,,0.0,1.0,6.0,1.0,,,,2.0,,New
3120 Tremelo,House,Residence,469000.0,for sale,3.0,154.0,,,,0.0,,1.0,,500.0,,3.0,,New
4681 Hermalle Sous Argenteau,House,Residence,689000.0,for sale,3.0,367.0,,,,1.0,58.0,1.0,,1117.0,,2.0,,
8560 Wevelgem,Apartment,Apartment,239000.0,for sale,2.0,75.0,0.0,,,1.0,10.0,1.0,10.0,,,2.0,0.0,New
4280 Hannut,House,Villa,599000.0,for sale,4.0,194.0,,0.0,,1.0,,1.0,,1310.0,,,1.0,Normal
8600 Diksmuide,House,Residence,405000.0,for sale,4.0,210.0,,,,1.0,,1.0,,393.0,,3.0,,Excellent
1731 Zellik,Apartment,Apartment,249000.0,for sale,2.0,74.0,1.0,0.0,,1.0,7.0,,,,,2.0,,Excellent
5575 Gedinne,House,Residence,353611.0,for sale,3.0,190.0,,,,,,1.0,,1250.0,,4.0,,New
6800 Libramont Chevigny,House,Villa,535000.0,for sale,4.0,238.0,,0.0,,1.0,,1.0,,1196.0,,4.0,1.0,
1060 Sint Gillis,Apartment,Apartment,460000.0,for sale,2.0,110.0,1.0,,,1.0,20.0,,,,,3.0,,Excellent
1070 Anderlecht,House,Residence,380000.0,for sale,4.0,125.0,1.0,0.0,,1.0,,1.0,,168.0,,2.0,0.0,To be renovated
7350 Hainin,House,Residence,402948.0,for sale,4.0,190.0,,,,,,1.0,,1481.0,,4.0,,New
2060 Antwerp,Apartment,Apartment,130000.0,for sale,2.0,55.0,,0.0,,0.0,,0.0,,,,2.0,,To be renovated
7120 Haulchin,House,Residence,115000.0,for sale,3.0,,,,,0.0,,1.0,,,,,,
3890 Gingelom,House,Residence,199000.0,for sale,3.0,139.0,0.0,0.0,,0.0,,1.0,49.0,219.0,,2.0,0.0,Normal
1090 Jette,Apartment,Apartment,130000.0,for sale,1.0,42.0,,0.0,,0.0,,0.0,,,,2.0,0.0,To be renovated
8840 Westrozebeke,House,Residence,379500.0,for sale,3.0,181.0,,,,1.0,,1.0,,191.0,,3.0,,New
8300 Knokke Heist,Apartment,Apartment,925000.0,for sale,2.0,87.0,,,,1.0,,1.0,,,,3.0,,Fully renovated
9940 Evergem,House,Residence,445000.0,for sale,3.0,143.0,0.0,,,1.0,,1.0,,492.0,,3.0,,Excellent
3870 Heers,House,Residence,105000.0,for sale,2.0,,,0.0,,1.0,,1.0,410.0,410.0,,3.0,,To be renovated
3582 Koersel,House,Residence,249000.0,for sale,3.0,170.0,0.0,,,1.0,,1.0,,390.0,,3.0,,Fully renovated
1180 Ukkel,Apartment,Apartment,675000.0,for sale,2.0,153.0,,,,1.0,2.0,0.0,,,,3.0,,
5500 Dinant,House,Residence,359900.0,for sale,4.0,238.0,,0.0,0.0,1.0,14.0,0.0,,,,,,New
4101 Jemeppe,Apartment,Ground Floor,362100.0,for sale,3.0,107.0,,0.0,,1.0,,,,,,,,New
2060 Antwerp,Apartment,Apartment,185000.0,for sale,2.0,54.0,,,,0.0,,0.0,,,,,,
5000 Namur,Apartment,Apartment,315000.0,for sale,2.0,90.0,,1.0,,1.0,10.0,,,,,,,Normal
3650 Dilsen Stokkem,House,Residence,368496.0,for sale,3.0,143.0,,,,1.0,,1.0,53.0,,,2.0,,
1400 Nivelles,House,Residence,350000.0,for sale,5.0,427.0,,0.0,,1.0,57.0,0.0,,302.0,,2.0,,To be renovated
8670 Koksijde,Apartment,Apartment,415000.0,for sale,2.0,92.0,,,,1.0,9.0,1.0,,,,,,New
6040 Jumet,House,Residence,80000.0,in public sale,2.0,,,,,0.0,,1.0,,346.0,,2.0,,
1030 Schaarbeek,House,Residence,350000.0,for sale,4.0,185.0,,0.0,,0.0,,0.0,,,,,,To be renovated
2280 Grobbendonk,House,Residence,365000.0,for sale,3.0,215.0,,0.0,,1.0,,1.0,,375.0,,3.0,,To be renovated
1030 Schaarbeek,Apartment,Apartment,399000.0,for sale,3.0,144.0,,,,1.0,67.0,,,,,2.0,,Normal
8301 Duinbergen,Apartment,Apartment,615000.0,for sale,2.0,92.0,,,,1.0,,0.0,,,,,,
8570 Anzegem,House,Cottage,390000.0,for sale,3.0,200.0,1.0,0.0,,1.0,,1.0,,2755.0,,4.0,0.0,To be renovated
4040 Herstal,House,Residence,340000.0,for sale,2.0,127.0,,1.0,,1.0,25.0,0.0,,112.0,,2.0,0.0,Excellent
6700 Arlon,Apartment,Apartment,199000.0,for sale,1.0,52.0,1.0,0.0,,1.0,5.0,0.0,,,,3.0,0.0,Excellent
9000 Gent,Apartment,Apartment,365000.0,for sale,2.0,,0.0,0.0,,1.0,12.0,,,,,2.0,0.0,Excellent
1180 Ukkel,Apartment,Apartment,607500.0,for sale,3.0,123.0,,,0.0,1.0,35.0,1.0,84.0,,,3.0,,New
9500 Geraardsbergen,House,Villa,325000.0,for sale,2.0,160.0,1.0,0.0,,1.0,70.0,1.0,1000.0,1251.0,,4.0,,To be renovated
1050 Elsene,Apartment,Apartment,645000.0,for sale,3.0,193.0,1.0,,1.0,,,,,,,2.0,,Normal
3900 Pelt,House,Residence,327500.0,for sale,3.0,,,,,0.0,,1.0,,138.0,,2.0,,New
3800 Sint Truiden,House,Residence,349000.0,for sale,3.0,182.0,,,,1.0,,1.0,,1122.0,,4.0,,
8470 Gistel,House,Residence,385000.0,for sale,4.0,204.0,0.0,,,1.0,,1.0,,246.0,,3.0,0.0,New
6987 Marcourt,House,Cottage,124800.0,for sale,3.0,114.0,,0.0,,1.0,,1.0,,360.0,,,,
3945 Ham,House,Residence,299000.0,for sale,2.0,255.0,,0.0,,0.0,,0.0,,1560.0,,4.0,,To be renovated
9032 Wondelgem,Apartment,Penthouse,465000.0,for sale,3.0,146.0,0.0,0.0,,1.0,35.0,1.0,,,,3.0,0.0,New
7950 Chievres,House,Residence,750000.0,for sale,6.0,245.0,,,,1.0,,1.0,,2682.0,,4.0,1.0,New
6032 Mont Sur Marchienne,House,Residence,416000.0,for sale,3.0,190.0,,,,,,1.0,,1159.0,,4.0,,New
6200 Chatelet,House,Residence,135000.0,for sale,4.0,143.0,0.0,0.0,,1.0,,1.0,,418.0,,2.0,0.0,To renovate
2550 Kontich,House,Villa,625000.0,for sale,4.0,243.0,,0.0,,0.0,,1.0,991.0,1232.0,,4.0,,Normal
2830 Willebroek,Apartment,Apartment,260000.0,for sale,1.0,96.0,,0.0,,1.0,6.0,0.0,,,,2.0,,New
1000 Brussels,Apartment,Apartment,545000.0,for sale,2.0,92.0,0.0,1.0,,1.0,29.0,0.0,,,,3.0,0.0,Normal
4257 Berloz,House,Villa,1795000.0,for sale,3.0,2668.0,,,,1.0,270.0,1.0,3838.0,32475.0,,4.0,,Normal
2580 Putte,House,Residence,465000.0,for sale,3.0,174.0,,0.0,,1.0,,1.0,,261.0,,,,New
1950 Kraainem,Apartment,Apartment,360000.0,for sale,3.0,103.0,,0.0,,1.0,,0.0,,,,,,
1670 Pepingen,House,Residence,320000.0,for sale,4.0,265.0,,,,0.0,,1.0,,497.0,,,,To demolish
3000 Leuven,Apartment,Duplex,595000.0,for sale,3.0,101.0,,,,1.0,25.0,1.0,1000.0,,,4.0,,Excellent
5580 Han Sur Lesse,House,Residence,299000.0,for sale,4.0,140.0,,0.0,,0.0,,1.0,,,,4.0,,
5590 Ciney,House,Residence,265000.0,for sale,3.0,164.0,1.0,0.0,,0.0,,1.0,300.0,400.0,,4.0,0.0,To renovate
4040 Herstal,Apartment,Apartment,185000.0,for sale,3.0,108.0,,0.0,,1.0,17.0,,,,,2.0,0.0,To renovate
2880 Hingene,House,Residence,285000.0,for sale,2.0,115.0,,,,0.0,,0.0,,110.0,,3.0,,Excellent
4681 Hermalle Sous Argenteau,Apartment,Triplex,197500.0,for sale,2.0,106.0,,,,1.0,,,,,,2.0,,Excellent
8300 Knokke Heist,Apartment,Apartment,999000.0,for sale,3.0,79.0,,,,1.0,,0.0,,,,,,
3770 Riemst,House,Residence,179000.0,for sale,3.0,167.0,,,,1.0,,1.0,,981.0,,3.0,,
2200 Herentals,Apartment,Apartment,205000.0,for sale,2.0,94.0,,0.0,,1.0,,0.0,,,,2.0,,Normal
9140 Temse,House,Residence,489000.0,for sale,5.0,,,,,1.0,,1.0,,365.0,,,,Normal
9620 Zottegem,Apartment,Penthouse,230000.0,for sale,2.0,110.0,,,,1.0,,0.0,,,,,,
4130 Esneux,House,Mixed Building,599000.0,for sale,,480.0,1.0,,,1.0,,,,260.0,,3.0,0.0,Normal
1740 Ternat,House,Residence,365000.0,for sale,3.0,205.0,0.0,0.0,,1.0,25.0,1.0,1000.0,1119.0,,4.0,,To be renovated
9890 Gavere,House,Mixed Building,325000.0,for sale,3.0,320.0,0.0,0.0,,1.0,,1.0,80.0,418.0,,2.0,0.0,To be renovated
1340 Ottignies,House,Villa,745000.0,for sale,4.0,,,0.0,,1.0,,1.0,1700.0,1700.0,,4.0,1.0,Excellent
1082 Berchem Sainte Agathe,House,Residence,645000.0,for sale,5.0,,,0.0,,1.0,36.0,1.0,182.0,326.0,,2.0,,
4730 Raeren,House,Residence,459000.0,for sale,3.0,185.0,,,,0.0,,1.0,227.0,,,,,
1180 Ukkel,House,Residence,1350000.0,for sale,4.0,288.0,0.0,0.0,,1.0,,1.0,151.0,393.0,,2.0,0.0,Normal
9300 Aalst,House,Residence,359000.0,for sale,3.0,150.0,0.0,,,1.0,16.0,,,60.0,,2.0,,Excellent
9890 Gavere,House,Residence,464763.0,for sale,3.0,180.0,,,,,,,,549.0,,3.0,,New
4460 Grace Hollogne,House,Residence,365000.0,for sale,2.0,110.0,0.0,0.0,,1.0,80.0,1.0,500.0,830.0,,3.0,0.0,Excellent
2845 Niel,Apartment,Apartment,279000.0,for sale,2.0,92.0,,0.0,,1.0,2.0,0.0,,,,,,
8550 Zwevegem,House,Residence,269000.0,for sale,3.0,143.0,,0.0,,1.0,30.0,1.0,250.0,415.0,,2.0,,Normal
6000 Charleroi,House,Residence,357000.0,for sale,4.0,170.0,1.0,0.0,,1.0,20.0,1.0,389.0,684.0,,4.0,0.0,Normal
3680 Maaseik,Apartment,Apartment,340000.0,for sale,2.0,88.0,,,,1.0,37.0,,,,,,,
7060 Soignies,Apartment,Apartment,295000.0,for sale,2.0,,,,,0.0,,0.0,,,,3.0,,Excellent
9230 Wetteren,House,Residence,419500.0,for sale,3.0,126.0,0.0,0.0,,1.0,12.0,1.0,14.0,152.0,,2.0,0.0,New
6041 Gosselies,House,Residence,137500.0,for sale,2.0,70.0,,,,0.0,,1.0,,179.0,,2.0,,To be renovated
2140 Borgerhout,House,Residence,449000.0,for sale,5.0,188.0,,0.0,,0.0,,1.0,30.0,93.0,,,,Normal
3650 Dilsen Stokkem,Apartment,Apartment,248242.0,for sale,1.0,80.0,,,,1.0,14.0,0.0,,,,,,
3700 Berg,House,Residence,295000.0,for sale,4.0,173.0,,,,1.0,27.0,1.0,,242.0,,2.0,,
1780 Wemmel,House,Residence,650000.0,for sale,4.0,,,0.0,,1.0,15.0,1.0,127.0,290.0,,3.0,,New
9160 Lokeren,House,Residence,420847.0,for sale,3.0,152.0,,,,0.0,,0.0,,208.0,,3.0,,
1640 Sint Genesius Rode,House,Residence,235000.0,for sale,2.0,100.0,0.0,,,1.0,25.0,0.0,,95.0,,2.0,0.0,To renovate
1000 Brussels,Apartment,Apartment,599000.0,for sale,7.0,213.0,0.0,1.0,,0.0,,0.0,,,,2.0,0.0,Normal
1650 Beersel,House,Villa,1350000.0,for sale,4.0,339.0,,,,1.0,50.0,1.0,5300.0,5500.0,,4.0,1.0,To be renovated
6940 Durbuy,Apartment,Penthouse,1150000.0,for sale,2.0,111.0,0.0,0.0,,1.0,115.0,0.0,,,,2.0,,
1651 Lot,Apartment,Apartment,1495000.0,for sale,,122.0,,,,0.0,,0.0,,,,,,Normal
7890 Ellezelles,House,Residence,385000.0,for sale,3.0,172.0,,,,1.0,40.0,1.0,2599.0,2870.0,,3.0,,
1050 Elsene,Apartment,Apartment,385000.0,for sale,2.0,121.0,,,,1.0,4.0,0.0,,,,2.0,,
2580 Beerzel,House,Residence,590000.0,for sale,5.0,214.0,,,,0.0,,1.0,,10000.0,,4.0,,To be renovated
1030 Schaarbeek,Apartment,Apartment,315000.0,for sale,1.0,78.0,0.0,0.0,,1.0,12.0,1.0,140.0,,,2.0,0.0,Normal
4100 Seraing,House,Residence,119000.0,for sale,3.0,118.0,0.0,0.0,,1.0,80.0,1.0,,111.0,,3.0,0.0,To renovate
1180 Ukkel,Apartment,Apartment,645000.0,for sale,3.0,153.0,1.0,0.0,,1.0,15.0,0.0,,,,2.0,0.0,Normal
2140 Antwerp,Apartment,Apartment,209000.0,for sale,2.0,90.0,1.0,0.0,,1.0,10.0,0.0,,,,2.0,0.0,Normal
4030 Grivegnee,House,Residence,84000.0,for sale,2.0,50.0,,0.0,,0.0,,0.0,,41.0,,2.0,0.0,To renovate
3000 Leuven,Apartment,Apartment,470000.0,for sale,2.0,120.0,,,,0.0,,1.0,75.0,,,,,Excellent
9940 Evergem,Apartment,Apartment,330000.0,for sale,2.0,97.0,,,,1.0,13.0,1.0,93.0,,,,,New
3650 Dilsen Stokkem,Apartment,Apartment,445384.0,for sale,3.0,159.0,,,,1.0,20.0,0.0,,,,,,
8301 Heist,House,Master House,750000.0,for sale,4.0,192.0,,,,1.0,12.0,,,,,2.0,,Excellent
8370 Blankenberge,Apartment,Apartment,419000.0,for sale,3.0,136.0,,,,1.0,,1.0,,,,,,
2140 Borgerhout,Apartment,Apartment,395000.0,for sale,3.0,126.0,,0.0,,1.0,10.0,0.0,,,,2.0,,Normal
5524 Gerin,House,Residence,99000.0,for sale,2.0,97.0,,0.0,,0.0,,1.0,320.0,320.0,,4.0,,
4100 Seraing,House,Mixed Building,395000.0,for sale,6.0,323.0,,0.0,,1.0,,0.0,,,,4.0,0.0,Excellent
3400 Landen,House,Residence,225000.0,for sale,3.0,190.0,,0.0,,1.0,65.0,1.0,450.0,530.0,,4.0,1.0,To renovate
4750 Butgenbach,Apartment,Apartment,335000.0,for sale,1.0,56.0,,,,1.0,,1.0,,,,,,
1480 Tubize,Apartment,Penthouse,335000.0,for sale,2.0,101.0,,0.0,,1.0,21.0,0.0,,,,4.0,,New
4340 Awans,Apartment,Duplex,309000.0,for sale,3.0,110.0,,0.0,,1.0,10.0,,,,,3.0,0.0,Normal
1653 Dworp,House,Residence,515000.0,for sale,2.0,189.0,0.0,0.0,,1.0,,1.0,,804.0,,4.0,0.0,Normal
8610 Handzame,Apartment,Apartment,334000.0,for sale,2.0,119.0,,,,1.0,63.0,0.0,,,,2.0,,New
8434 Westende,House,Villa,1195000.0,for sale,8.0,562.0,0.0,,,1.0,,1.0,,646.0,,4.0,0.0,Excellent
6970 Tenneville,House,Residence,200000.0,for sale,5.0,284.0,,,,1.0,,1.0,,942.0,,,,Normal
9400 Ninove,Apartment,Apartment,295000.0,for sale,2.0,123.0,1.0,0.0,,1.0,4.0,0.0,,,,2.0,0.0,Excellent
3530 Houthalen Helchteren,House,Residence,599000.0,for sale,4.0,279.0,0.0,0.0,,1.0,,1.0,,626.0,,4.0,,
8450 Bredene,House,Residence,229000.0,for sale,3.0,181.0,,,,1.0,,1.0,,220.0,,,,To be renovated
1000 Brussels,House,Mixed Building,850000.0,for sale,9.0,450.0,,,,0.0,,0.0,,,,2.0,0.0,To renovate
5377 Somme Leuze,House,Residence,447318.0,for sale,3.0,185.0,,,,,,1.0,,806.0,,4.0,,New
9400 Ninove,House,Residence,248000.0,for sale,2.0,,,0.0,,0.0,,1.0,,300.0,,2.0,,To be renovated
8620 Nieuwpoort,Apartment,Studio,209000.0,for sale,,45.0,,1.0,,1.0,,1.0,,,,2.0,,Excellent
1180 Ukkel,Apartment,Apartment,650000.0,for sale,3.0,163.0,0.0,0.0,,1.0,34.0,0.0,,,,3.0,0.0,
1495 Marbais,Apartment,Apartment,340000.0,for sale,3.0,1000.0,,0.0,,1.0,,0.0,,,,3.0,0.0,Normal
6840 Neufchateau,House,Residence,320000.0,for sale,3.0,132.0,,0.0,,1.0,,0.0,,886.0,,3.0,,New
8500 Kortrijk,House,Residence,310000.0,for sale,3.0,228.0,,0.0,,1.0,,1.0,,,,2.0,,Normal
8370 Blankenberge,Apartment,Apartment,135000.0,for sale,0.0,37.0,,1.0,,1.0,,0.0,,,,,,Normal
